date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:12:29	14239/14239	---MCZ	200	added ('OK')	application/javascript	etag:%22379f-cNv9OKDx/DsafZ+tq1h4ZITDTxc%22	https://unpkg.com/aos@2.3.0/dist/aos.js	C:/My%20Web%20Sites/emmar/unpkg.com/aos@2.3.0/dist/aos.js	(from https://www.ebd114nxt.co.in/?utm_source=Digital&utm_medium=Search&utm_campaign=EBD114NXT/Propstory/Google2&utm_campaign_code=EBD114NXTPSG2&gclid=CjwKCAjw__ihBhADEiwAXEazJkJR5z_0QUWktK9rhY6MvlPDzvNr1acdzmF7JcRTSdxUBHQ13Q2OxBoCL3IQAvD_BwE)
17:12:30	42864/42864	---M--	200	added ('OK')	application/javascript	date:Mon,%2012%20Sep%202022%2013:54:20%20GMT	https://www.ebd114nxt.co.in/js/slick.js	C:/My%20Web%20Sites/emmar/www.ebd114nxt.co.in/js/slick.js	(from https://www.ebd114nxt.co.in/?utm_source=Digital&utm_medium=Search&utm_campaign=EBD114NXT/Propstory/Google2&utm_campaign_code=EBD114NXTPSG2&gclid=CjwKCAjw__ihBhADEiwAXEazJkJR5z_0QUWktK9rhY6MvlPDzvNr1acdzmF7JcRTSdxUBHQ13Q2OxBoCL3IQAvD_BwE)
17:12:30	5149/5149	---M--	200	added ('OK')	application/javascript	date:Fri,%2014%20Apr%202023%2012:23:05%20GMT	https://www.ebd114nxt.co.in/js/custom.js	C:/My%20Web%20Sites/emmar/www.ebd114nxt.co.in/js/custom.js	(from https://www.ebd114nxt.co.in/?utm_source=Digital&utm_medium=Search&utm_campaign=EBD114NXT/Propstory/Google2&utm_campaign_code=EBD114NXTPSG2&gclid=CjwKCAjw__ihBhADEiwAXEazJkJR5z_0QUWktK9rhY6MvlPDzvNr1acdzmF7JcRTSdxUBHQ13Q2OxBoCL3IQAvD_BwE)
17:12:31	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2022%20Aug%202019%2012:05:30%20GMT	https://www.ebd114nxt.co.in/fonts/fontawesome-webfont.eot?v=4.7.0	C:/My%20Web%20Sites/emmar/www.ebd114nxt.co.in/fonts/fontawesome-webfont3e6e.eot	(from https://www.ebd114nxt.co.in/css/font-awesome.min.css)
17:12:31	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2022%20Aug%202019%2012:05:30%20GMT	https://www.ebd114nxt.co.in/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/emmar/www.ebd114nxt.co.in/fonts/fontawesome-webfontd41d.eot	(from https://www.ebd114nxt.co.in/css/font-awesome.min.css)
17:12:31	77160/77160	---M--	200	added ('OK')	font/woff2	date:Thu,%2022%20Aug%202019%2012:05:30%20GMT	https://www.ebd114nxt.co.in/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/My%20Web%20Sites/emmar/www.ebd114nxt.co.in/fonts/fontawesome-webfont3e6e.woff2	(from https://www.ebd114nxt.co.in/css/font-awesome.min.css)
17:12:31	98024/98024	---M--	200	added ('OK')	font/woff	date:Thu,%2022%20Aug%202019%2012:05:30%20GMT	https://www.ebd114nxt.co.in/fonts/fontawesome-webfont.woff?v=4.7.0	C:/My%20Web%20Sites/emmar/www.ebd114nxt.co.in/fonts/fontawesome-webfont3e6e.woff	(from https://www.ebd114nxt.co.in/css/font-awesome.min.css)
17:12:32	165548/165548	---M--	200	added ('OK')	font/ttf	date:Thu,%2022%20Aug%202019%2012:05:30%20GMT	https://www.ebd114nxt.co.in/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/My%20Web%20Sites/emmar/www.ebd114nxt.co.in/fonts/fontawesome-webfont3e6e.ttf	(from https://www.ebd114nxt.co.in/css/font-awesome.min.css)
17:12:32	315/315	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2018%20Apr%202023%2011:42:03%20GMT	https://www.ebd114nxt.co.in/css/ajax-loader.gif	C:/My%20Web%20Sites/emmar/www.ebd114nxt.co.in/css/ajax-loader.gif	(from https://www.ebd114nxt.co.in/css/slick-theme.css)
17:12:32	444379/444379	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2022%20Aug%202019%2012:05:30%20GMT	https://www.ebd114nxt.co.in/fonts/fontawesome-webfont.svg?v=4.7.0	C:/My%20Web%20Sites/emmar/www.ebd114nxt.co.in/fonts/fontawesome-webfont3e6e.svg	(from https://www.ebd114nxt.co.in/css/font-awesome.min.css)
17:12:32	315/315	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2018%20Apr%202023%2011:42:03%20GMT	https://www.ebd114nxt.co.in/css/fonts/slick.eot	C:/My%20Web%20Sites/emmar/www.ebd114nxt.co.in/css/fonts/slick.eot	(from https://www.ebd114nxt.co.in/css/slick-theme.css)
17:12:32	315/315	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2018%20Apr%202023%2011:42:04%20GMT	https://www.ebd114nxt.co.in/css/fonts/slick.eot?	C:/My%20Web%20Sites/emmar/www.ebd114nxt.co.in/css/fonts/slickd41d.eot	(from https://www.ebd114nxt.co.in/css/slick-theme.css)
17:12:33	315/315	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2018%20Apr%202023%2011:42:04%20GMT	https://www.ebd114nxt.co.in/css/fonts/slick.woff	C:/My%20Web%20Sites/emmar/www.ebd114nxt.co.in/css/fonts/slick.woff	(from https://www.ebd114nxt.co.in/css/slick-theme.css)
17:12:33	315/315	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2018%20Apr%202023%2011:42:04%20GMT	https://www.ebd114nxt.co.in/css/fonts/slick.ttf	C:/My%20Web%20Sites/emmar/www.ebd114nxt.co.in/css/fonts/slick.ttf	(from https://www.ebd114nxt.co.in/css/slick-theme.css)
17:12:33	315/315	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2018%20Apr%202023%2011:42:04%20GMT	https://www.ebd114nxt.co.in/css/fonts/slick.svg	C:/My%20Web%20Sites/emmar/www.ebd114nxt.co.in/css/fonts/slick.svg	(from https://www.ebd114nxt.co.in/css/slick-theme.css)
17:12:34	81428/81428	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2006%20Jul%202022%2001:52:10%20GMT	https://www.ebd114nxt.co.in/fonts/Optima-Medium.eot	C:/My%20Web%20Sites/emmar/www.ebd114nxt.co.in/fonts/Optima-Medium.eot	(from https://www.ebd114nxt.co.in/css/style.css)
17:12:34	81428/81428	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2006%20Jul%202022%2001:52:10%20GMT	https://www.ebd114nxt.co.in/fonts/Optima-Medium.eot?	C:/My%20Web%20Sites/emmar/www.ebd114nxt.co.in/fonts/Optima-Mediumd41d.eot	(from https://www.ebd114nxt.co.in/css/style.css)
17:12:34	36676/36676	---M--	200	added ('OK')	font/woff	date:Wed,%2006%20Jul%202022%2001:52:10%20GMT	https://www.ebd114nxt.co.in/fonts/Optima-Medium.woff	C:/My%20Web%20Sites/emmar/www.ebd114nxt.co.in/fonts/Optima-Medium.woff	(from https://www.ebd114nxt.co.in/css/style.css)
17:12:34	81248/81248	---M--	200	added ('OK')	font/ttf	date:Wed,%2006%20Jul%202022%2001:52:10%20GMT	https://www.ebd114nxt.co.in/fonts/Optima-Medium.ttf	C:/My%20Web%20Sites/emmar/www.ebd114nxt.co.in/fonts/Optima-Medium.ttf	(from https://www.ebd114nxt.co.in/css/style.css)
17:12:34	124285/124285	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2006%20Jul%202022%2001:52:10%20GMT	https://www.ebd114nxt.co.in/fonts/Optima-Medium.svg	C:/My%20Web%20Sites/emmar/www.ebd114nxt.co.in/fonts/Optima-Medium.svg	(from https://www.ebd114nxt.co.in/css/style.css)
17:12:35	52222/52222	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2006%20Jul%202022%2001:52:12%20GMT	https://www.ebd114nxt.co.in/fonts/OptimaDemiBold.eot	C:/My%20Web%20Sites/emmar/www.ebd114nxt.co.in/fonts/OptimaDemiBold.eot	(from https://www.ebd114nxt.co.in/css/style.css)
17:12:35	52222/52222	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2006%20Jul%202022%2001:52:12%20GMT	https://www.ebd114nxt.co.in/fonts/OptimaDemiBold.eot?	C:/My%20Web%20Sites/emmar/www.ebd114nxt.co.in/fonts/OptimaDemiBoldd41d.eot	(from https://www.ebd114nxt.co.in/css/style.css)
17:12:35	25284/25284	---M--	200	added ('OK')	font/woff	date:Wed,%2006%20Jul%202022%2001:52:12%20GMT	https://www.ebd114nxt.co.in/fonts/OptimaDemiBold.woff	C:/My%20Web%20Sites/emmar/www.ebd114nxt.co.in/fonts/OptimaDemiBold.woff	(from https://www.ebd114nxt.co.in/css/style.css)
17:12:35	51992/51992	---M--	200	added ('OK')	font/ttf	date:Wed,%2006%20Jul%202022%2001:52:12%20GMT	https://www.ebd114nxt.co.in/fonts/OptimaDemiBold.ttf	C:/My%20Web%20Sites/emmar/www.ebd114nxt.co.in/fonts/OptimaDemiBold.ttf	(from https://www.ebd114nxt.co.in/css/style.css)
17:12:35	80697/80697	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2006%20Jul%202022%2001:52:12%20GMT	https://www.ebd114nxt.co.in/fonts/OptimaDemiBold.svg	C:/My%20Web%20Sites/emmar/www.ebd114nxt.co.in/fonts/OptimaDemiBold.svg	(from https://www.ebd114nxt.co.in/css/style.css)
17:12:36	51010/51010	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2006%20Jul%202022%2001:52:12%20GMT	https://www.ebd114nxt.co.in/fonts/Optima-Bold.eot	C:/My%20Web%20Sites/emmar/www.ebd114nxt.co.in/fonts/Optima-Bold.eot	(from https://www.ebd114nxt.co.in/css/style.css)
17:12:36	51010/51010	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2006%20Jul%202022%2001:52:12%20GMT	https://www.ebd114nxt.co.in/fonts/Optima-Bold.eot?	C:/My%20Web%20Sites/emmar/www.ebd114nxt.co.in/fonts/Optima-Boldd41d.eot	(from https://www.ebd114nxt.co.in/css/style.css)
17:12:36	25060/25060	---M--	200	added ('OK')	font/woff	date:Wed,%2006%20Jul%202022%2001:52:12%20GMT	https://www.ebd114nxt.co.in/fonts/Optima-Bold.woff	C:/My%20Web%20Sites/emmar/www.ebd114nxt.co.in/fonts/Optima-Bold.woff	(from https://www.ebd114nxt.co.in/css/style.css)
17:12:36	96755/96755	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2006%20Jul%202022%2001:52:12%20GMT	https://www.ebd114nxt.co.in/fonts/Optima-Bold.svg	C:/My%20Web%20Sites/emmar/www.ebd114nxt.co.in/fonts/Optima-Bold.svg	(from https://www.ebd114nxt.co.in/css/style.css)
17:12:37	50844/50844	---M--	200	added ('OK')	font/ttf	date:Wed,%2006%20Jul%202022%2001:52:12%20GMT	https://www.ebd114nxt.co.in/fonts/Optima-Bold.ttf	C:/My%20Web%20Sites/emmar/www.ebd114nxt.co.in/fonts/Optima-Bold.ttf	(from https://www.ebd114nxt.co.in/css/style.css)
17:12:37	46101/46101	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Oct%202022%2007:12:00%20GMT	https://www.ebd114nxt.co.in/images/imgleft.jpg	C:/My%20Web%20Sites/emmar/www.ebd114nxt.co.in/images/imgleft.jpg	(from https://www.ebd114nxt.co.in/css/style.css)
17:12:37	61471/61471	---M--	200	added ('OK')	image/jpeg	date:Fri,%2016%20Sep%202022%2009:29:52%20GMT	https://www.ebd114nxt.co.in/images/videbg.jpg	C:/My%20Web%20Sites/emmar/www.ebd114nxt.co.in/images/videbg.jpg	(from https://www.ebd114nxt.co.in/css/style.css)
17:12:37	315/315	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2013%20Sep%202022%2012:03:32%20GMT	https://www.ebd114nxt.co.in/images/cross.svg	C:/My%20Web%20Sites/emmar/www.ebd114nxt.co.in/images/cross.svg	(from https://www.ebd114nxt.co.in/css/responsive.css)
17:12:38	192/192	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2013%20Sep%202022%2012:03:34%20GMT	https://www.ebd114nxt.co.in/images/toggle.svg	C:/My%20Web%20Sites/emmar/www.ebd114nxt.co.in/images/toggle.svg	(from https://www.ebd114nxt.co.in/css/responsive.css)
17:12:38	702426/702426	---M--	200	added ('OK')	image/jpeg	date:Tue,%2013%20Sep%202022%2005:25:36%20GMT	https://www.ebd114nxt.co.in/images/about-emaar.jpg	C:/My%20Web%20Sites/emmar/www.ebd114nxt.co.in/images/about-emaar.jpg	(from https://www.ebd114nxt.co.in/css/style.css)
17:12:40	14974512/14974512	---M--	200	added ('OK')	video/mp4	date:Wed,%2012%20Apr%202023%2009:48:58%20GMT	https://www.ebd114nxt.co.in/images/video/ebd-nxt.mp4	C:/My%20Web%20Sites/emmar/www.ebd114nxt.co.in/images/video/ebd-nxt.mp4	(from https://www.ebd114nxt.co.in/?utm_source=Digital&utm_medium=Search&utm_campaign=EBD114NXT/Propstory/Google2&utm_campaign_code=EBD114NXTPSG2&gclid=CjwKCAjw__ihBhADEiwAXEazJkJR5z_0QUWktK9rhY6MvlPDzvNr1acdzmF7JcRTSdxUBHQ13Q2OxBoCL3IQAvD_BwE)
